surname,frequency,cumulative_frequency,rank,source
ARGRAVE,0.0,83.823,38668,US Census 1990
AREIZAGA,0.0,83.823,38669,US Census 1990
AREAS,0.0,83.823,38670,US Census 1990
APOLO,0.0,83.824,38671,US Census 1990
ANZURES,0.0,83.824,38672,US Census 1990
ANZUALDA,0.0,83.824,38673,US Census 1990
ANTWI,0.0,83.824,38674,US Census 1990
ANTILLON,0.0,83.825,38675,US Census 1990
ANTENOR,0.0,83.825,38676,US Census 1990
ANNAND,0.0,83.825,38677,US Census 1990
ANHALT,0.0,83.825,38678,US Census 1990
ANGOVE,0.0,83.825,38679,US Census 1990
ANGLEMYER,0.0,83.826,38680,US Census 1990
ANGLADA,0.0,83.826,38681,US Census 1990
ANGIANO,0.0,83.826,38682,US Census 1990
ANGELONI,0.0,83.826,38683,US Census 1990
ANDAYA,0.0,83.827,38684,US Census 1990
ANCRUM,0.0,83.827,38685,US Census 1990
ANAGNOS,0.0,83.827,38686,US Census 1990
AMMIRATI,0.0,83.827,38687,US Census 1990
AMESCUA,0.0,83.827,38688,US Census 1990
AMERICA,0.0,83.828,38689,US Census 1990
AMBROSIUS,0.0,83.828,38690,US Census 1990
AMACKER,0.0,83.828,38691,US Census 1990
AMACHER,0.0,83.828,38692,US Census 1990
AMABILE,0.0,83.829,38693,US Census 1990
ALVIZO,0.0,83.829,38694,US Census 1990
ALVERNAZ,0.0,83.829,38695,US Census 1990
ALVARA,0.0,83.829,38696,US Census 1990
ALTOBELLI,0.0,83.829,38697,US Census 1990
ALTOBELL,0.0,83.83,38698,US Census 1990
ALTHAUSER,0.0,83.83,38699,US Census 1990
ALTERMAN,0.0,83.83,38700,US Census 1990
ALTAVILLA,0.0,83.83,38701,US Census 1990
ALSIP,0.0,83.831,38702,US Census 1990
ALPHONSO,0.0,83.831,38703,US Census 1990
ALMEYDA,0.0,83.831,38704,US Census 1990
ALMETER,0.0,83.831,38705,US Census 1990
ALMAN,0.0,83.831,38706,US Census 1990
ALLSCHEID,0.0,83.832,38707,US Census 1990
ALLAMAN,0.0,83.832,38708,US Census 1990
ALIOTTA,0.0,83.832,38709,US Census 1990
ALICIA,0.0,83.832,38710,US Census 1990
ALIBERTI,0.0,83.833,38711,US Census 1990
ALGHAMDI,0.0,83.833,38712,US Census 1990
ALFONZO,0.0,83.833,38713,US Census 1990
ALBISTON,0.0,83.833,38714,US Census 1990
ALBERTA,0.0,83.833,38715,US Census 1990
ALBERDING,0.0,83.834,38716,US Census 1990
ALARIE,0.0,83.834,38717,US Census 1990
ALANO,0.0,83.834,38718,US Census 1990
AJA,0.0,83.834,38719,US Census 1990
AILES,0.0,83.835,38720,US Census 1990
AHSAN,0.0,83.835,38721,US Census 1990
AHRENSTORFF,0.0,83.835,38722,US Census 1990
AHLER,0.0,83.835,38723,US Census 1990
AERNI,0.0,83.835,38724,US Census 1990
ACKLAND,0.0,83.836,38725,US Census 1990
ACHOR,0.0,83.836,38726,US Census 1990
ACERO,0.0,83.836,38727,US Census 1990
ACEBO,0.0,83.836,38728,US Census 1990
ACE,0.0,83.837,38729,US Census 1990
ABSHIER,0.0,83.837,38730,US Census 1990
ABRUZZO,0.0,83.837,38731,US Census 1990
ABROM,0.0,83.837,38732,US Census 1990
ABOOD,0.0,83.837,38733,US Census 1990
ABNET,0.0,83.838,38734,US Census 1990
ABEND,0.0,83.838,38735,US Census 1990
ABEGG,0.0,83.838,38736,US Census 1990
ABBRUZZESE,0.0,83.838,38737,US Census 1990
AABERG,0.0,83.839,38738,US Census 1990
ZYSK,0.0,83.839,38739,US Census 1990
ZUTELL,0.0,83.839,38740,US Census 1990
ZUMSTEIN,0.0,83.839,38741,US Census 1990
ZUMMO,0.0,83.839,38742,US Census 1990
ZUHLKE,0.0,83.84,38743,US Census 1990
ZUEHLSDORFF,0.0,83.84,38744,US Census 1990
ZUCH,0.0,83.84,38745,US Census 1990
ZUCCONI,0.0,83.84,38746,US Census 1990
ZORTMAN,0.0,83.84,38747,US Census 1990
ZOHN,0.0,83.841,38748,US Census 1990
ZIV,0.0,83.841,38749,US Census 1990
ZINGONE,0.0,83.841,38750,US Census 1990
ZINGG,0.0,83.841,38751,US Census 1990
ZINGALE,0.0,83.841,38752,US Census 1990
ZIMA,0.0,83.842,38753,US Census 1990
ZIENTEK,0.0,83.842,38754,US Census 1990
ZIEG,0.0,83.842,38755,US Census 1990
ZERVAS,0.0,83.842,38756,US Census 1990
ZERGER,0.0,83.843,38757,US Census 1990
ZENK,0.0,83.843,38758,US Census 1990
ZELDIN,0.0,83.843,38759,US Census 1990
ZEISS,0.0,83.843,38760,US Census 1990
ZEIDERS,0.0,83.843,38761,US Census 1990
ZEDIKER,0.0,83.844,38762,US Census 1990
ZEA,0.0,83.844,38763,US Census 1990
ZAVODNY,0.0,83.844,38764,US Census 1990
ZARAZUA,0.0,83.844,38765,US Census 1990
ZAPPONE,0.0,83.844,38766,US Census 1990
ZAPPALA,0.0,83.845,38767,US Census 1990
ZAPANTA,0.0,83.845,38768,US Census 1990
ZANIBONI,0.0,83.845,38769,US Census 1990
ZANCHI,0.0,83.845,38770,US Census 1990
ZAMPEDRI,0.0,83.845,38771,US Census 1990
ZALLER,0.0,83.846,38772,US Census 1990
ZAKRAJSEK,0.0,83.846,38773,US Census 1990
ZAGAR,0.0,83.846,38774,US Census 1990
ZADROZNY,0.0,83.846,38775,US Census 1990
ZABLOCKI,0.0,83.846,38776,US Census 1990
ZABLE,0.0,83.847,38777,US Census 1990
YUST,0.0,83.847,38778,US Census 1990
YUNK,0.0,83.847,38779,US Census 1990
YOUNGKIN,0.0,83.847,38780,US Census 1990
YOSTEN,0.0,83.847,38781,US Census 1990
YOCKERS,0.0,83.848,38782,US Census 1990
YOCHIM,0.0,83.848,38783,US Census 1990
YERKE,0.0,83.848,38784,US Census 1990
YERENA,0.0,83.848,38785,US Census 1990
YEAST,0.0,83.849,38786,US Census 1990
YANOS,0.0,83.849,38787,US Census 1990
YAM,0.0,83.849,38788,US Census 1990
WYSINGER,0.0,83.849,38789,US Census 1990
WYNER,0.0,83.849,38790,US Census 1990
WRISLEY,0.0,83.85,38791,US Census 1990
WOZNICKI,0.0,83.85,38792,US Census 1990
WORTZ,0.0,83.85,38793,US Census 1990
WORSELL,0.0,83.85,38794,US Census 1990
WOOTERS,0.0,83.85,38795,US Census 1990
WOON,0.0,83.851,38796,US Census 1990
WOOLCOCK,0.0,83.851,38797,US Census 1990
WOODKE,0.0,83.851,38798,US Census 1990
WONNACOTT,0.0,83.851,38799,US Census 1990
WOLNIK,0.0,83.851,38800,US Census 1990
WITTSTOCK,0.0,83.852,38801,US Census 1990
WITTING,0.0,83.852,38802,US Census 1990
WITRY,0.0,83.852,38803,US Census 1990
WITFIELD,0.0,83.852,38804,US Census 1990
WITCRAFT,0.0,83.852,38805,US Census 1990
WISSMANN,0.0,83.853,38806,US Census 1990
WISSINK,0.0,83.853,38807,US Census 1990
WISEHART,0.0,83.853,38808,US Census 1990
WISCOUNT,0.0,83.853,38809,US Census 1990
WIRONEN,0.0,83.853,38810,US Census 1990
WIPF,0.0,83.854,38811,US Census 1990
WINTERROWD,0.0,83.854,38812,US Census 1990
WINGETT,0.0,83.854,38813,US Census 1990
WINDON,0.0,83.854,38814,US Census 1990
WINDISH,0.0,83.855,38815,US Census 1990
WINDISCH,0.0,83.855,38816,US Census 1990
WINDES,0.0,83.855,38817,US Census 1990
WILTBANK,0.0,83.855,38818,US Census 1990
WILLMARTH,0.0,83.855,38819,US Census 1990
WILLICK,0.0,83.856,38820,US Census 1990
WILER,0.0,83.856,38821,US Census 1990
WIESELER,0.0,83.856,38822,US Census 1990
WIEDMAIER,0.0,83.856,38823,US Census 1990
WIEDERSTEIN,0.0,83.856,38824,US Census 1990
WIEDENHEFT,0.0,83.857,38825,US Census 1990
WIEBERG,0.0,83.857,38826,US Census 1990
WICKWARE,0.0,83.857,38827,US Census 1990
WICKKISER,0.0,83.857,38828,US Census 1990
WICKELL,0.0,83.857,38829,US Census 1990
WHITTMORE,0.0,83.858,38830,US Census 1990
WHITKER,0.0,83.858,38831,US Census 1990
WHITEGOAT,0.0,83.858,38832,US Census 1990
WHITCRAFT,0.0,83.858,38833,US Census 1990
WHISONANT,0.0,83.858,38834,US Census 1990
WHISBY,0.0,83.859,38835,US Census 1990
WHETSELL,0.0,83.859,38836,US Census 1990
WHEDON,0.0,83.859,38837,US Census 1990
WESTRY,0.0,83.859,38838,US Census 1990
WESTCOAT,0.0,83.859,38839,US Census 1990
WERNIMONT,0.0,83.86,38840,US Census 1990
WENTLING,0.0,83.86,38841,US Census 1990
WENDLANDT,0.0,83.86,38842,US Census 1990
WENCL,0.0,83.86,38843,US Census 1990
WEISGARBER,0.0,83.861,38844,US Census 1990
WEININGER,0.0,83.861,38845,US Census 1990
WEIKLE,0.0,83.861,38846,US Census 1990
WEIGOLD,0.0,83.861,38847,US Census 1990
WEIGL,0.0,83.861,38848,US Census 1990
WEICHBRODT,0.0,83.862,38849,US Census 1990
WEHRLI,0.0,83.862,38850,US Census 1990
WEHE,0.0,83.862,38851,US Census 1990
WEEGE,0.0,83.862,38852,US Census 1990
WEARE,0.0,83.862,38853,US Census 1990
WATLAND,0.0,83.863,38854,US Census 1990
WASSMANN,0.0,83.863,38855,US Census 1990
WARZECHA,0.0,83.863,38856,US Census 1990
WARRIX,0.0,83.863,38857,US Census 1990
WARRELL,0.0,83.863,38858,US Census 1990
WARNACK,0.0,83.864,38859,US Census 1990
WAPLES,0.0,83.864,38860,US Census 1990
WANTLAND,0.0,83.864,38861,US Census 1990
WANGER,0.0,83.864,38862,US Census 1990
WANDREI,0.0,83.864,38863,US Census 1990
WANDER,0.0,83.865,38864,US Census 1990
WANAT,0.0,83.865,38865,US Census 1990
WAMPOLE,0.0,83.865,38866,US Census 1990
WALTJEN,0.0,83.865,38867,US Census 1990
WALTERSCHEID,0.0,83.865,38868,US Census 1990
WALIGORA,0.0,83.866,38869,US Census 1990
WALDING,0.0,83.866,38870,US Census 1990
WALDIE,0.0,83.866,38871,US Census 1990
WALCZYK,0.0,83.866,38872,US Census 1990
WAKINS,0.0,83.866,38873,US Census 1990
WAITMAN,0.0,83.867,38874,US Census 1990
WAIR,0.0,83.867,38875,US Census 1990
WAINIO,0.0,83.867,38876,US Census 1990
WAHPEKECHE,0.0,83.867,38877,US Census 1990
WAHLMAN,0.0,83.868,38878,US Census 1990
WAGLEY,0.0,83.868,38879,US Census 1990
WAGENKNECHT,0.0,83.868,38880,US Census 1990
WADLE,0.0,83.868,38881,US Census 1990
WADDOUPS,0.0,83.868,38882,US Census 1990
WADDING,0.0,83.869,38883,US Census 1990
WACK,0.0,83.869,38884,US Census 1990
VUONO,0.0,83.869,38885,US Census 1990
VUILLEMOT,0.0,83.869,38886,US Census 1990
VUGTEVEEN,0.0,83.869,38887,US Census 1990
VOSMUS,0.0,83.87,38888,US Census 1990
VORKINK,0.0,83.87,38889,US Census 1990
VORIES,0.0,83.87,38890,US Census 1990
VONDRA,0.0,83.87,38891,US Census 1990
VOELZ,0.0,83.87,38892,US Census 1990
VLASHI,0.0,83.871,38893,US Census 1990
VIVO,0.0,83.871,38894,US Census 1990
VITELLI,0.0,83.871,38895,US Census 1990
VITALI,0.0,83.871,38896,US Census 1990
VISCARRA,0.0,83.871,38897,US Census 1990
VIRGO,0.0,83.872,38898,US Census 1990
VINET,0.0,83.872,38899,US Census 1990
VIMONT,0.0,83.872,38900,US Census 1990
VILLEGA,0.0,83.872,38901,US Census 1990
VILLARD,0.0,83.872,38902,US Census 1990
VIGNOLA,0.0,83.873,38903,US Census 1990
VIERECK,0.0,83.873,38904,US Census 1990
VIDETTO,0.0,83.873,38905,US Census 1990
VICOY,0.0,83.873,38906,US Census 1990
VESSELL,0.0,83.874,38907,US Census 1990
VESCOVI,0.0,83.874,38908,US Census 1990
VERROS,0.0,83.874,38909,US Census 1990
VERNIER,0.0,83.874,38910,US Census 1990
VERNAGLIA,0.0,83.874,38911,US Census 1990
VERGIN,0.0,83.875,38912,US Census 1990
VERDONE,0.0,83.875,38913,US Census 1990
VERDIER,0.0,83.875,38914,US Census 1990
VERASTEQUI,0.0,83.875,38915,US Census 1990
VEJAR,0.0,83.875,38916,US Census 1990
VASILE,0.0,83.876,38917,US Census 1990
VASI,0.0,83.876,38918,US Census 1990
VARNADORE,0.0,83.876,38919,US Census 1990
VARDARO,0.0,83.876,38920,US Census 1990
VANZANTEN,0.0,83.876,38921,US Census 1990
VANSUMEREN,0.0,83.877,38922,US Census 1990
VANSCHUYVER,0.0,83.877,38923,US Census 1990
VANLEEUWEN,0.0,83.877,38924,US Census 1990
VANHOWE,0.0,83.877,38925,US Census 1990
VANHOOZER,0.0,83.877,38926,US Census 1990
VANESS,0.0,83.878,38927,US Census 1990
VANDEWALKER,0.0,83.878,38928,US Census 1990
VANDEVOORDE,0.0,83.878,38929,US Census 1990
VANDEVEER,0.0,83.878,38930,US Census 1990
VANDERZWAAG,0.0,83.878,38931,US Census 1990
VANDERWEIDE,0.0,83.879,38932,US Census 1990
VANDERHYDE,0.0,83.879,38933,US Census 1990
VANDELLEN,0.0,83.879,38934,US Census 1990
VANAMBURG,0.0,83.879,38935,US Census 1990
VANALST,0.0,83.88,38936,US Census 1990
VALLIN,0.0,83.88,38937,US Census 1990
VALK,0.0,83.88,38938,US Census 1990
VALERIE,0.0,83.88,38939,US Census 1990
VALENTINI,0.0,83.88,38940,US Census 1990
VALCARCEL,0.0,83.881,38941,US Census 1990
VALASCO,0.0,83.881,38942,US Census 1990
VALADAO,0.0,83.881,38943,US Census 1990
VACHER,0.0,83.881,38944,US Census 1990
URQUIJO,0.0,83.881,38945,US Census 1990
UNTERREINER,0.0,83.882,38946,US Census 1990
UNSICKER,0.0,83.882,38947,US Census 1990
UNSER,0.0,83.882,38948,US Census 1990
UNRAU,0.0,83.882,38949,US Census 1990
UNDERCOFFLER,0.0,83.882,38950,US Census 1990
UHM,0.0,83.883,38951,US Census 1990
UFFELMAN,0.0,83.883,38952,US Census 1990
UEMURA,0.0,83.883,38953,US Census 1990
UEDA,0.0,83.883,38954,US Census 1990
TYSZKO,0.0,83.883,38955,US Census 1990
TYSKA,0.0,83.884,38956,US Census 1990
TYMON,0.0,83.884,38957,US Census 1990
TYCE,0.0,83.884,38958,US Census 1990
TYACKE,0.0,83.884,38959,US Census 1990
TWINAM,0.0,83.884,38960,US Census 1990
TUTAS,0.0,83.885,38961,US Census 1990
TUSSING,0.0,83.885,38962,US Census 1990
TURMEL,0.0,83.885,38963,US Census 1990
TURKOWSKI,0.0,83.885,38964,US Census 1990
TURKEL,0.0,83.886,38965,US Census 1990
TURCHETTA,0.0,83.886,38966,US Census 1990
TUPICK,0.0,83.886,38967,US Census 1990
TUMBLIN,0.0,83.886,38968,US Census 1990
TUKES,0.0,83.886,38969,US Census 1990
TUFTE,0.0,83.887,38970,US Census 1990
TUFO,0.0,83.887,38971,US Census 1990
TUEY,0.0,83.887,38972,US Census 1990
TUELL,0.0,83.887,38973,US Census 1990
TUCKERMAN,0.0,83.887,38974,US Census 1990
TSUTSUMI,0.0,83.888,38975,US Census 1990
TSUCHIYA,0.0,83.888,38976,US Census 1990
TRY,0.0,83.888,38977,US Census 1990
TROSSBACH,0.0,83.888,38978,US Census 1990
TRIVITT,0.0,83.888,38979,US Census 1990
TRIPPI,0.0,83.889,38980,US Census 1990
TRIPPENSEE,0.0,83.889,38981,US Census 1990
TRIMBACH,0.0,83.889,38982,US Census 1990
TRILLO,0.0,83.889,38983,US Census 1990
TRILLER,0.0,83.889,38984,US Census 1990
TRIBLE,0.0,83.89,38985,US Census 1990
TRIBE,0.0,83.89,38986,US Census 1990
TRIBBY,0.0,83.89,38987,US Census 1990
TREVISAN,0.0,83.89,38988,US Census 1990
TRESCH,0.0,83.89,38989,US Census 1990
TRAMONTE,0.0,83.891,38990,US Census 1990
TRAFF,0.0,83.891,38991,US Census 1990
TRAD,0.0,83.891,38992,US Census 1990
TOUSEY,0.0,83.891,38993,US Census 1990
TOTARO,0.0,83.892,38994,US Census 1990
TORREGROSA,0.0,83.892,38995,US Census 1990
TORRALBA,0.0,83.892,38996,US Census 1990
TORN,0.0,83.892,38997,US Census 1990
TOLLY,0.0,83.892,38998,US Census 1990
TOFIL,0.0,83.893,38999,US Census 1990
TOFANI,0.0,83.893,39000,US Census 1990
TOBIASSEN,0.0,83.893,39001,US Census 1990
TIPPY,0.0,83.893,39002,US Census 1990
TIOGANGCO,0.0,83.893,39003,US Census 1990
TINO,0.0,83.894,39004,US Census 1990
TINNES,0.0,83.894,39005,US Census 1990
TINGSTROM,0.0,83.894,39006,US Census 1990
TINGEN,0.0,83.894,39007,US Census 1990
TINE,0.0,83.894,39008,US Census 1990
TINDOL,0.0,83.895,39009,US Census 1990
TIFFT,0.0,83.895,39010,US Census 1990
TIFFEE,0.0,83.895,39011,US Census 1990
TIET,0.0,83.895,39012,US Census 1990
THUESEN,0.0,83.895,39013,US Census 1990
THRUSTON,0.0,83.896,39014,US Census 1990
THRONDSON,0.0,83.896,39015,US Census 1990
THORNSBURY,0.0,83.896,39016,US Census 1990
THORNES,0.0,83.896,39017,US Census 1990
THIERY,0.0,83.896,39018,US Census 1990
THIELMAN,0.0,83.897,39019,US Census 1990
THIE,0.0,83.897,39020,US Census 1990
THEILEN,0.0,83.897,39021,US Census 1990
THEDE,0.0,83.897,39022,US Census 1990
THATE,0.0,83.897,39023,US Census 1990
THANE,0.0,83.898,39024,US Census 1990
THALACKER,0.0,83.898,39025,US Census 1990
THADEN,0.0,83.898,39026,US Census 1990
TEUSCHER,0.0,83.898,39027,US Census 1990
TERRACINA,0.0,83.899,39028,US Census 1990
TERELL,0.0,83.899,39029,US Census 1990
TERADA,0.0,83.899,39030,US Census 1990
TEPFER,0.0,83.899,39031,US Census 1990
TENNESSEE,0.0,83.899,39032,US Census 1990
TENNESON,0.0,83.9,39033,US Census 1990
TENANT,0.0,83.9,39034,US Census 1990
TEMORES,0.0,83.9,39035,US Census 1990
TEMKIN,0.0,83.9,39036,US Census 1990
TELLERS,0.0,83.9,39037,US Census 1990
TELLERIA,0.0,83.901,39038,US Census 1990
TEAQUE,0.0,83.901,39039,US Census 1990
TEALER,0.0,83.901,39040,US Census 1990
TEACHEY,0.0,83.901,39041,US Census 1990
TAVAKOLI,0.0,83.901,39042,US Census 1990
TAURAS,0.0,83.902,39043,US Census 1990
TAUCHER,0.0,83.902,39044,US Census 1990
TATOR,0.0,83.902,39045,US Census 1990
TARTAGLINO,0.0,83.902,39046,US Census 1990
TARPY,0.0,83.902,39047,US Census 1990
TAPE,0.0,83.903,39048,US Census 1990
TANNERY,0.0,83.903,39049,US Census 1990
TANI,0.0,83.903,39050,US Census 1990
TAMS,0.0,83.903,39051,US Census 1990
TAMLIN,0.0,83.903,39052,US Census 1990
TAMBE,0.0,83.904,39053,US Census 1990
TALLIS,0.0,83.904,39054,US Census 1990
TALAMANTE,0.0,83.904,39055,US Census 1990
TAKAYAMA,0.0,83.904,39056,US Census 1990
TAKAKI,0.0,83.905,39057,US Census 1990
TAKAGI,0.0,83.905,39058,US Census 1990
TAIBL,0.0,83.905,39059,US Census 1990
TAFFE,0.0,83.905,39060,US Census 1990
TADESSE,0.0,83.905,39061,US Census 1990
TADE,0.0,83.906,39062,US Census 1990
TABELING,0.0,83.906,39063,US Census 1990
TABAG,0.0,83.906,39064,US Census 1990
SZOKE,0.0,83.906,39065,US Census 1990
SZOC,0.0,83.906,39066,US Census 1990
SZALA,0.0,83.907,39067,US Census 1990
SZADY,0.0,83.907,39068,US Census 1990
SYSAK,0.0,83.907,39069,US Census 1990
SYLVER,0.0,83.907,39070,US Census 1990
SYLER,0.0,83.907,39071,US Census 1990
SWONGER,0.0,83.908,39072,US Census 1990
SWIGGETT,0.0,83.908,39073,US Census 1990
SWENSSON,0.0,83.908,39074,US Census 1990
SWEIS,0.0,83.908,39075,US Census 1990
SWEERS,0.0,83.908,39076,US Census 1990
SWEENE,0.0,83.909,39077,US Census 1990
SWEANY,0.0,83.909,39078,US Census 1990
SWEANEY,0.0,83.909,39079,US Census 1990
SWARTWOUT,0.0,83.909,39080,US Census 1990
SWAMY,0.0,83.909,39081,US Census 1990
SWALES,0.0,83.91,39082,US Census 1990
SWAB,0.0,83.91,39083,US Census 1990
SUSMAN,0.0,83.91,39084,US Census 1990
SURMAN,0.0,83.91,39085,US Census 1990
SURGEON,0.0,83.911,39086,US Census 1990
SUNDBLAD,0.0,83.911,39087,US Census 1990
SUMMERSET,0.0,83.911,39088,US Census 1990
SUMMERHAYS,0.0,83.911,39089,US Census 1990
SUMERALL,0.0,83.911,39090,US Census 1990
SULE,0.0,83.912,39091,US Census 1990
SUGIMOTO,0.0,83.912,39092,US Census 1990
SUBRAMANIAN,0.0,83.912,39093,US Census 1990
STURCH,0.0,83.912,39094,US Census 1990
STUPP,0.0,83.912,39095,US Census 1990
STUNKARD,0.0,83.913,39096,US Census 1990
STUMPP,0.0,83.913,39097,US Census 1990
STRUIKSMA,0.0,83.913,39098,US Census 1990
STROPES,0.0,83.913,39099,US Census 1990
STROMYER,0.0,83.913,39100,US Census 1990
STROMQUIST,0.0,83.914,39101,US Census 1990
STREDE,0.0,83.914,39102,US Census 1990
STRAZZA,0.0,83.914,39103,US Census 1990
STRAUF,0.0,83.914,39104,US Census 1990
STORNIOLO,0.0,83.914,39105,US Census 1990
STORJOHANN,0.0,83.915,39106,US Census 1990
STONUM,0.0,83.915,39107,US Census 1990
STONIER,0.0,83.915,39108,US Census 1990
STONECYPHER,0.0,83.915,39109,US Census 1990
STONEBERGER,0.0,83.915,39110,US Census 1990
STOLLAR,0.0,83.916,39111,US Census 1990
STOKKE,0.0,83.916,39112,US Census 1990
STOKAN,0.0,83.916,39113,US Census 1990
STOETZEL,0.0,83.916,39114,US Census 1990
STOECKEL,0.0,83.917,39115,US Census 1990
STOCKNER,0.0,83.917,39116,US Census 1990
STOCKINGER,0.0,83.917,39117,US Census 1990
STOCKHOLM,0.0,83.917,39118,US Census 1990
STOCKERT,0.0,83.917,39119,US Census 1990
STOCKDILL,0.0,83.918,39120,US Census 1990
STOBBE,0.0,83.918,39121,US Census 1990
STITZEL,0.0,83.918,39122,US Census 1990
STITELY,0.0,83.918,39123,US Census 1990
STIRGUS,0.0,83.918,39124,US Census 1990
STIGERS,0.0,83.919,39125,US Census 1990
STETTNER,0.0,83.919,39126,US Census 1990
STETTLER,0.0,83.919,39127,US Census 1990
STERLIN,0.0,83.919,39128,US Census 1990
STERBENZ,0.0,83.919,39129,US Census 1990
STEMP,0.0,83.92,39130,US Census 1990
STELLUTI,0.0,83.92,39131,US Census 1990
STEINMEYER,0.0,83.92,39132,US Census 1990
STEININGER,0.0,83.92,39133,US Census 1990
STEINAUER,0.0,83.92,39134,US Census 1990
STEIGERWALT,0.0,83.921,39135,US Census 1990
STEIDER,0.0,83.921,39136,US Census 1990
STEADY,0.0,83.921,39137,US Census 1990
STAVROU,0.0,83.921,39138,US Census 1990
STAUFENBERGER,0.0,83.921,39139,US Census 1990
STASSI,0.0,83.922,39140,US Census 1990
STARIN,0.0,83.922,39141,US Census 1990
STANKUS,0.0,83.922,39142,US Census 1990
STANAWAY,0.0,83.922,39143,US Census 1990
STAMMER,0.0,83.923,39144,US Census 1990
STAKEM,0.0,83.923,39145,US Census 1990
STAINO,0.0,83.923,39146,US Census 1990
STAHLNECKER,0.0,83.923,39147,US Census 1990
STAGNITTA,0.0,83.923,39148,US Census 1990
STAELENS,0.0,83.924,39149,US Census 1990
STAAL,0.0,83.924,39150,US Census 1990
SRSEN,0.0,83.924,39151,US Census 1990
SPROTT,0.0,83.924,39152,US Census 1990
SPRIGG,0.0,83.924,39153,US Census 1990
SPRENKLE,0.0,83.925,39154,US Census 1990
SPRENKEL,0.0,83.925,39155,US Census 1990
SPREITZER,0.0,83.925,39156,US Census 1990
SPRAQUE,0.0,83.925,39157,US Census 1990
SPRANDEL,0.0,83.925,39158,US Census 1990
SPOTTED,0.0,83.926,39159,US Census 1990
SPORN,0.0,83.926,39160,US Census 1990
SPIVAK,0.0,83.926,39161,US Census 1990
SPIRA,0.0,83.926,39162,US Census 1990
SPIEWAK,0.0,83.926,39163,US Census 1990
SPIETH,0.0,83.927,39164,US Census 1990
SPIERING,0.0,83.927,39165,US Census 1990
SPEROW,0.0,83.927,39166,US Census 1990
SPEH,0.0,83.927,39167,US Census 1990
SPECKING,0.0,83.927,39168,US Census 1990
SPEASE,0.0,83.928,39169,US Census 1990
SPEAD,0.0,83.928,39170,US Census 1990
SPARGER,0.0,83.928,39171,US Census 1990
SPANIER,0.0,83.928,39172,US Census 1990
SPALL,0.0,83.928,39173,US Census 1990
SOWER,0.0,83.929,39174,US Census 1990
SOUTHCOTT,0.0,83.929,39175,US Census 1990
SOSNA,0.0,83.929,39176,US Census 1990
SORAN,0.0,83.929,39177,US Census 1990
SOOKRAM,0.0,83.93,39178,US Census 1990
SONDERS,0.0,83.93,39179,US Census 1990
SOLAK,0.0,83.93,39180,US Census 1990
SOHR,0.0,83.93,39181,US Census 1990
SOHL,0.0,83.93,39182,US Census 1990
SOFRANKO,0.0,83.931,39183,US Census 1990
SODERLING,0.0,83.931,39184,US Census 1990
SOCHOR,0.0,83.931,39185,US Census 1990
SOBON,0.0,83.931,39186,US Census 1990
SMUTZ,0.0,83.931,39187,US Census 1990
SMUDRICK,0.0,83.932,39188,US Census 1990
SMITHJ,0.0,83.932,39189,US Census 1990
SMID,0.0,83.932,39190,US Census 1990
SLOSSER,0.0,83.932,39191,US Census 1990
SLIKER,0.0,83.932,39192,US Census 1990
SLENKER,0.0,83.933,39193,US Census 1990
SLEIGHT,0.0,83.933,39194,US Census 1990
SLEGER,0.0,83.933,39195,US Census 1990
SLEET,0.0,83.933,39196,US Census 1990
SLABY,0.0,83.933,39197,US Census 1990
SKOUSEN,0.0,83.934,39198,US Census 1990
SKILLING,0.0,83.934,39199,US Census 1990
SKIBINSKI,0.0,83.934,39200,US Census 1990
SKEETERS,0.0,83.934,39201,US Census 1990
SKEET,0.0,83.934,39202,US Census 1990
SKEES,0.0,83.935,39203,US Census 1990
SKANE,0.0,83.935,39204,US Census 1990
SKAFIDAS,0.0,83.935,39205,US Census 1990
SIVIC,0.0,83.935,39206,US Census 1990
SIVERTSEN,0.0,83.936,39207,US Census 1990
SIVERS,0.0,83.936,39208,US Census 1990
SITRA,0.0,83.936,39209,US Census 1990
SITO,0.0,83.936,39210,US Census 1990
SIRACUSA,0.0,83.936,39211,US Census 1990
SINICKI,0.0,83.937,39212,US Census 1990
SIMPERS,0.0,83.937,39213,US Census 1990
SIMLEY,0.0,83.937,39214,US Census 1990
SIMBECK,0.0,83.937,39215,US Census 1990
SILBERBERG,0.0,83.937,39216,US Census 1990
SIEVER,0.0,83.938,39217,US Census 1990
SIEGWARTH,0.0,83.938,39218,US Census 1990
SIDMAN,0.0,83.938,39219,US Census 1990
SIDDONS,0.0,83.938,39220,US Census 1990
SIDDLE,0.0,83.938,39221,US Census 1990
SIBBETT,0.0,83.939,39222,US Census 1990
SI,0.0,83.939,39223,US Census 1990
SHUMARD,0.0,83.939,39224,US Census 1990
SHUBROOKS,0.0,83.939,39225,US Census 1990
SHOUGH,0.0,83.939,39226,US Census 1990
SHORB,0.0,83.94,39227,US Census 1990
SHOPTAW,0.0,83.94,39228,US Census 1990
SHOLTY,0.0,83.94,39229,US Census 1990
SHOFFSTALL,0.0,83.94,39230,US Census 1990
SHIVERDECKER,0.0,83.94,39231,US Census 1990
SHININGER,0.0,83.941,39232,US Census 1990
SHIMASAKI,0.0,83.941,39233,US Census 1990
