firstname,gender,frequency,cumulative_frequency,rank,source
JANNA,female,0.01,80.91,895,US Census 1990
JULIETTE,female,0.01,80.92,896,US Census 1990
DEENA,female,0.01,80.929,897,US Census 1990
AURELIA,female,0.01,80.939,898,US Census 1990
JOSEFA,female,0.01,80.949,899,US Census 1990
AUGUSTA,female,0.01,80.959,900,US Census 1990
LILIANA,female,0.01,80.968,901,US Census 1990
YOUNG,female,0.01,80.978,902,US Census 1990
CHRISTIAN,female,0.01,80.988,903,US Census 1990
LESSIE,female,0.01,80.997,904,US Census 1990
AMALIA,female,0.01,81.007,905,US Census 1990
SAVANNAH,female,0.01,81.017,906,US Census 1990
ANASTASIA,female,0.01,81.026,907,US Census 1990
VILMA,female,0.01,81.036,908,US Census 1990
NATALIA,female,0.01,81.045,909,US Census 1990
ROSELLA,female,0.01,81.055,910,US Census 1990
LYNNETTE,female,0.01,81.064,911,US Census 1990
CORINA,female,0.01,81.074,912,US Census 1990
ALFREDA,female,0.009,81.083,913,US Census 1990
LEANNA,female,0.009,81.093,914,US Census 1990
CAREY,female,0.009,81.102,915,US Census 1990
AMPARO,female,0.009,81.112,916,US Census 1990
COLEEN,female,0.009,81.121,917,US Census 1990
TAMRA,female,0.009,81.131,918,US Census 1990
AISHA,female,0.009,81.14,919,US Census 1990
WILDA,female,0.009,81.149,920,US Census 1990
KARYN,female,0.009,81.159,921,US Census 1990
CHERRY,female,0.009,81.168,922,US Census 1990
QUEEN,female,0.009,81.177,923,US Census 1990
MAURA,female,0.009,81.187,924,US Census 1990
MAI,female,0.009,81.196,925,US Census 1990
EVANGELINA,female,0.009,81.205,926,US Census 1990
ROSANNA,female,0.009,81.214,927,US Census 1990
HALLIE,female,0.009,81.224,928,US Census 1990
ERNA,female,0.009,81.233,929,US Census 1990
ENID,female,0.009,81.242,930,US Census 1990
MARIANA,female,0.009,81.251,931,US Census 1990
LACY,female,0.009,81.26,932,US Census 1990
JULIET,female,0.009,81.27,933,US Census 1990
JACKLYN,female,0.009,81.279,934,US Census 1990
FREIDA,female,0.009,81.288,935,US Census 1990
MADELEINE,female,0.009,81.297,936,US Census 1990
MARA,female,0.009,81.306,937,US Census 1990
HESTER,female,0.009,81.315,938,US Census 1990
CATHRYN,female,0.009,81.324,939,US Census 1990
LELIA,female,0.009,81.333,940,US Census 1990
CASANDRA,female,0.009,81.343,941,US Census 1990
BRIDGETT,female,0.009,81.352,942,US Census 1990
ANGELITA,female,0.009,81.361,943,US Census 1990
JANNIE,female,0.009,81.37,944,US Census 1990
DIONNE,female,0.009,81.379,945,US Census 1990
ANNMARIE,female,0.009,81.388,946,US Census 1990
KATINA,female,0.009,81.397,947,US Census 1990
BERYL,female,0.009,81.405,948,US Census 1990
PHOEBE,female,0.009,81.414,949,US Census 1990
MILLICENT,female,0.009,81.423,950,US Census 1990
KATHERYN,female,0.009,81.432,951,US Census 1990
DIANN,female,0.009,81.441,952,US Census 1990
CARISSA,female,0.009,81.45,953,US Census 1990
MARYELLEN,female,0.009,81.459,954,US Census 1990
LIZ,female,0.009,81.468,955,US Census 1990
LAURI,female,0.009,81.476,956,US Census 1990
HELGA,female,0.009,81.485,957,US Census 1990
GILDA,female,0.009,81.494,958,US Census 1990
ADRIAN,female,0.009,81.503,959,US Census 1990
RHEA,female,0.009,81.511,960,US Census 1990
MARQUITA,female,0.009,81.52,961,US Census 1990
HOLLIE,female,0.009,81.529,962,US Census 1990
TISHA,female,0.009,81.538,963,US Census 1990
TAMERA,female,0.009,81.546,964,US Census 1990
ANGELIQUE,female,0.009,81.555,965,US Census 1990
FRANCESCA,female,0.009,81.564,966,US Census 1990
BRITNEY,female,0.009,81.573,967,US Census 1990
KAITLIN,female,0.009,81.581,968,US Census 1990
LOLITA,female,0.009,81.59,969,US Census 1990
FLORINE,female,0.009,81.599,970,US Census 1990
ROWENA,female,0.009,81.607,971,US Census 1990
REYNA,female,0.009,81.616,972,US Census 1990
TWILA,female,0.009,81.624,973,US Census 1990
FANNY,female,0.009,81.633,974,US Census 1990
JANELL,female,0.009,81.641,975,US Census 1990
INES,female,0.009,81.65,976,US Census 1990
CONCETTA,female,0.009,81.658,977,US Census 1990
BERTIE,female,0.009,81.667,978,US Census 1990
ALBA,female,0.009,81.676,979,US Census 1990
BRIGITTE,female,0.009,81.684,980,US Census 1990
ALYSON,female,0.009,81.693,981,US Census 1990
VONDA,female,0.008,81.701,982,US Census 1990
PANSY,female,0.008,81.71,983,US Census 1990
ELBA,female,0.008,81.718,984,US Census 1990
NOELLE,female,0.008,81.726,985,US Census 1990
LETITIA,female,0.008,81.735,986,US Census 1990
KITTY,female,0.008,81.743,987,US Census 1990
DEANN,female,0.008,81.752,988,US Census 1990
BRANDIE,female,0.008,81.76,989,US Census 1990
LOUELLA,female,0.008,81.769,990,US Census 1990
LETA,female,0.008,81.777,991,US Census 1990
FELECIA,female,0.008,81.786,992,US Census 1990
SHARLENE,female,0.008,81.794,993,US Census 1990
LESA,female,0.008,81.802,994,US Census 1990
BEVERLEY,female,0.008,81.811,995,US Census 1990
ROBERT,female,0.008,81.819,996,US Census 1990
ISABELLA,female,0.008,81.827,997,US Census 1990
HERMINIA,female,0.008,81.836,998,US Census 1990
TERRA,female,0.008,81.844,999,US Census 1990
CELINA,female,0.008,81.852,1000,US Census 1990
TORI,female,0.008,81.861,1001,US Census 1990
OCTAVIA,female,0.008,81.869,1002,US Census 1990
JADE,female,0.008,81.877,1003,US Census 1990
DENICE,female,0.008,81.885,1004,US Census 1990
GERMAINE,female,0.008,81.894,1005,US Census 1990
SIERRA,female,0.008,81.902,1006,US Census 1990
MICHELL,female,0.008,81.91,1007,US Census 1990
CORTNEY,female,0.008,81.918,1008,US Census 1990
NELLY,female,0.008,81.926,1009,US Census 1990
DORETHA,female,0.008,81.934,1010,US Census 1990
SYDNEY,female,0.008,81.943,1011,US Census 1990
DEIDRA,female,0.008,81.951,1012,US Census 1990
MONIKA,female,0.008,81.959,1013,US Census 1990
LASHONDA,female,0.008,81.967,1014,US Census 1990
JUDI,female,0.008,81.975,1015,US Census 1990
CHELSEY,female,0.008,81.983,1016,US Census 1990
ANTIONETTE,female,0.008,81.991,1017,US Census 1990
MARGOT,female,0.008,81.999,1018,US Census 1990
BOBBY,female,0.008,82.007,1019,US Census 1990
ADELAIDE,female,0.008,82.015,1020,US Census 1990
NAN,female,0.008,82.023,1021,US Census 1990
LEEANN,female,0.008,82.03,1022,US Census 1990
ELISHA,female,0.008,82.038,1023,US Census 1990
DESSIE,female,0.008,82.046,1024,US Census 1990
LIBBY,female,0.008,82.054,1025,US Census 1990
KATHI,female,0.008,82.062,1026,US Census 1990
GAYLA,female,0.008,82.07,1027,US Census 1990
LATANYA,female,0.008,82.078,1028,US Census 1990
MINA,female,0.008,82.086,1029,US Census 1990
MELLISA,female,0.008,82.093,1030,US Census 1990
KIMBERLEE,female,0.008,82.101,1031,US Census 1990
JASMIN,female,0.008,82.109,1032,US Census 1990
RENAE,female,0.008,82.117,1033,US Census 1990
ZELDA,female,0.008,82.125,1034,US Census 1990
ELDA,female,0.008,82.132,1035,US Census 1990
MA,female,0.008,82.14,1036,US Census 1990
JUSTINA,female,0.008,82.148,1037,US Census 1990
GUSSIE,female,0.008,82.156,1038,US Census 1990
EMILIE,female,0.008,82.163,1039,US Census 1990
CAMILLA,female,0.008,82.171,1040,US Census 1990
ABBIE,female,0.008,82.179,1041,US Census 1990
ROCIO,female,0.008,82.186,1042,US Census 1990
KAITLYN,female,0.008,82.194,1043,US Census 1990
JESSE,female,0.008,82.202,1044,US Census 1990
EDYTHE,female,0.008,82.209,1045,US Census 1990
ASHLEIGH,female,0.008,82.217,1046,US Census 1990
SELINA,female,0.008,82.225,1047,US Census 1990
LAKESHA,female,0.008,82.232,1048,US Census 1990
GERI,female,0.008,82.24,1049,US Census 1990
ALLENE,female,0.008,82.248,1050,US Census 1990
PAMALA,female,0.008,82.255,1051,US Census 1990
MICHAELA,female,0.008,82.263,1052,US Census 1990
DAYNA,female,0.008,82.27,1053,US Census 1990
CARYN,female,0.008,82.278,1054,US Census 1990
ROSALIA,female,0.008,82.286,1055,US Census 1990
SUN,female,0.007,82.293,1056,US Census 1990
JACQULINE,female,0.007,82.301,1057,US Census 1990
REBECA,female,0.007,82.308,1058,US Census 1990
MARYBETH,female,0.007,82.315,1059,US Census 1990
KRYSTLE,female,0.007,82.323,1060,US Census 1990
IOLA,female,0.007,82.33,1061,US Census 1990
DOTTIE,female,0.007,82.338,1062,US Census 1990
BENNIE,female,0.007,82.345,1063,US Census 1990
BELLE,female,0.007,82.353,1064,US Census 1990
AUBREY,female,0.007,82.36,1065,US Census 1990
GRISELDA,female,0.007,82.367,1066,US Census 1990
ERNESTINA,female,0.007,82.375,1067,US Census 1990
ELIDA,female,0.007,82.382,1068,US Census 1990
ADRIANNE,female,0.007,82.39,1069,US Census 1990
DEMETRIA,female,0.007,82.397,1070,US Census 1990
DELMA,female,0.007,82.404,1071,US Census 1990
CHONG,female,0.007,82.412,1072,US Census 1990
JAQUELINE,female,0.007,82.419,1073,US Census 1990
DESTINY,female,0.007,82.427,1074,US Census 1990
ARLEEN,female,0.007,82.434,1075,US Census 1990
VIRGINA,female,0.007,82.441,1076,US Census 1990
RETHA,female,0.007,82.448,1077,US Census 1990
FATIMA,female,0.007,82.456,1078,US Census 1990
TILLIE,female,0.007,82.463,1079,US Census 1990
ELEANORE,female,0.007,82.47,1080,US Census 1990
CARI,female,0.007,82.478,1081,US Census 1990
TREVA,female,0.007,82.485,1082,US Census 1990
BIRDIE,female,0.007,82.492,1083,US Census 1990
WILHELMINA,female,0.007,82.499,1084,US Census 1990
ROSALEE,female,0.007,82.506,1085,US Census 1990
MAURINE,female,0.007,82.514,1086,US Census 1990
LATRICE,female,0.007,82.521,1087,US Census 1990
YONG,female,0.007,82.528,1088,US Census 1990
JENA,female,0.007,82.535,1089,US Census 1990
TARYN,female,0.007,82.542,1090,US Census 1990
ELIA,female,0.007,82.549,1091,US Census 1990
DEBBY,female,0.007,82.556,1092,US Census 1990
MAUDIE,female,0.007,82.564,1093,US Census 1990
JEANNA,female,0.007,82.571,1094,US Census 1990
DELILAH,female,0.007,82.578,1095,US Census 1990
CATRINA,female,0.007,82.585,1096,US Census 1990
SHONDA,female,0.007,82.592,1097,US Census 1990
HORTENCIA,female,0.007,82.599,1098,US Census 1990
THEODORA,female,0.007,82.606,1099,US Census 1990
TERESITA,female,0.007,82.613,1100,US Census 1990
ROBBIN,female,0.007,82.62,1101,US Census 1990
DANETTE,female,0.007,82.627,1102,US Census 1990
MARYJANE,female,0.007,82.634,1103,US Census 1990
FREDDIE,female,0.007,82.641,1104,US Census 1990
DELPHINE,female,0.007,82.648,1105,US Census 1990
BRIANNE,female,0.007,82.655,1106,US Census 1990
NILDA,female,0.007,82.662,1107,US Census 1990
DANNA,female,0.007,82.669,1108,US Census 1990
CINDI,female,0.007,82.676,1109,US Census 1990
BESS,female,0.007,82.683,1110,US Census 1990
IONA,female,0.007,82.69,1111,US Census 1990
HANNA,female,0.007,82.697,1112,US Census 1990
ARIEL,female,0.007,82.704,1113,US Census 1990
WINONA,female,0.007,82.711,1114,US Census 1990
VIDA,female,0.007,82.718,1115,US Census 1990
ROSITA,female,0.007,82.725,1116,US Census 1990
MARIANNA,female,0.007,82.731,1117,US Census 1990
WILLIAM,female,0.007,82.738,1118,US Census 1990
RACHEAL,female,0.007,82.745,1119,US Census 1990
GUILLERMINA,female,0.007,82.752,1120,US Census 1990
ELOISA,female,0.007,82.759,1121,US Census 1990
CELESTINE,female,0.007,82.766,1122,US Census 1990
CAREN,female,0.007,82.773,1123,US Census 1990
MALISSA,female,0.007,82.78,1124,US Census 1990
LONA,female,0.007,82.786,1125,US Census 1990
CHANTEL,female,0.007,82.793,1126,US Census 1990
SHELLIE,female,0.007,82.8,1127,US Census 1990
MARISELA,female,0.007,82.807,1128,US Census 1990
LEORA,female,0.007,82.814,1129,US Census 1990
AGATHA,female,0.007,82.82,1130,US Census 1990
SOLEDAD,female,0.007,82.827,1131,US Census 1990
MIGDALIA,female,0.007,82.834,1132,US Census 1990
IVETTE,female,0.007,82.84,1133,US Census 1990
CHRISTEN,female,0.007,82.847,1134,US Census 1990
ATHENA,female,0.007,82.854,1135,US Census 1990
JANEL,female,0.007,82.861,1136,US Census 1990
CHLOE,female,0.007,82.867,1137,US Census 1990
VEDA,female,0.007,82.874,1138,US Census 1990
PATTIE,female,0.007,82.881,1139,US Census 1990
TESSIE,female,0.007,82.887,1140,US Census 1990
TERA,female,0.007,82.894,1141,US Census 1990
MARILYNN,female,0.007,82.901,1142,US Census 1990
LUCRETIA,female,0.007,82.907,1143,US Census 1990
KARRIE,female,0.007,82.914,1144,US Census 1990
DINAH,female,0.007,82.92,1145,US Census 1990
DANIELA,female,0.007,82.927,1146,US Census 1990
ALECIA,female,0.007,82.934,1147,US Census 1990
ADELINA,female,0.007,82.94,1148,US Census 1990
VERNICE,female,0.007,82.947,1149,US Census 1990
SHIELA,female,0.007,82.953,1150,US Census 1990
PORTIA,female,0.007,82.96,1151,US Census 1990
MERRY,female,0.007,82.967,1152,US Census 1990
LASHAWN,female,0.007,82.973,1153,US Census 1990
DEVON,female,0.007,82.98,1154,US Census 1990
DARA,female,0.007,82.986,1155,US Census 1990
TAWANA,female,0.007,82.993,1156,US Census 1990
OMA,female,0.007,82.999,1157,US Census 1990
VERDA,female,0.007,83.006,1158,US Census 1990
CHRISTIN,female,0.007,83.012,1159,US Census 1990
ALENE,female,0.007,83.019,1160,US Census 1990
ZELLA,female,0.006,83.025,1161,US Census 1990
SANDI,female,0.006,83.032,1162,US Census 1990
RAFAELA,female,0.006,83.038,1163,US Census 1990
MAYA,female,0.006,83.045,1164,US Census 1990
KIRA,female,0.006,83.051,1165,US Census 1990
CANDIDA,female,0.006,83.058,1166,US Census 1990
ALVINA,female,0.006,83.064,1167,US Census 1990
SUZAN,female,0.006,83.071,1168,US Census 1990
SHAYLA,female,0.006,83.077,1169,US Census 1990
LYN,female,0.006,83.083,1170,US Census 1990
LETTIE,female,0.006,83.09,1171,US Census 1990
ALVA,female,0.006,83.096,1172,US Census 1990
SAMATHA,female,0.006,83.103,1173,US Census 1990
ORALIA,female,0.006,83.109,1174,US Census 1990
MATILDE,female,0.006,83.115,1175,US Census 1990
MADONNA,female,0.006,83.122,1176,US Census 1990
LARISSA,female,0.006,83.128,1177,US Census 1990
VESTA,female,0.006,83.134,1178,US Census 1990
RENITA,female,0.006,83.141,1179,US Census 1990
INDIA,female,0.006,83.147,1180,US Census 1990
DELOIS,female,0.006,83.153,1181,US Census 1990
SHANDA,female,0.006,83.159,1182,US Census 1990
PHILLIS,female,0.006,83.166,1183,US Census 1990
LORRI,female,0.006,83.172,1184,US Census 1990
ERLINDA,female,0.006,83.178,1185,US Census 1990
CRUZ,female,0.006,83.185,1186,US Census 1990
CATHRINE,female,0.006,83.191,1187,US Census 1990
BARB,female,0.006,83.197,1188,US Census 1990
ZOE,female,0.006,83.203,1189,US Census 1990
ISABELL,female,0.006,83.21,1190,US Census 1990
IONE,female,0.006,83.216,1191,US Census 1990
GISELA,female,0.006,83.222,1192,US Census 1990
CHARLIE,female,0.006,83.228,1193,US Census 1990
VALENCIA,female,0.006,83.235,1194,US Census 1990
ROXANNA,female,0.006,83.241,1195,US Census 1990
MAYME,female,0.006,83.247,1196,US Census 1990
KISHA,female,0.006,83.253,1197,US Census 1990
ELLIE,female,0.006,83.259,1198,US Census 1990
MELLISSA,female,0.006,83.266,1199,US Census 1990
DORRIS,female,0.006,83.272,1200,US Census 1990
DALIA,female,0.006,83.278,1201,US Census 1990
BELLA,female,0.006,83.284,1202,US Census 1990
ANNETTA,female,0.006,83.29,1203,US Census 1990
ZOILA,female,0.006,83.296,1204,US Census 1990
RETA,female,0.006,83.302,1205,US Census 1990
REINA,female,0.006,83.308,1206,US Census 1990
LAURETTA,female,0.006,83.315,1207,US Census 1990
KYLIE,female,0.006,83.321,1208,US Census 1990
CHRISTAL,female,0.006,83.327,1209,US Census 1990
PILAR,female,0.006,83.333,1210,US Census 1990
CHARLA,female,0.006,83.339,1211,US Census 1990
ELISSA,female,0.006,83.345,1212,US Census 1990
TIFFANI,female,0.006,83.351,1213,US Census 1990
TANA,female,0.006,83.357,1214,US Census 1990
PAULINA,female,0.006,83.363,1215,US Census 1990
LEOTA,female,0.006,83.369,1216,US Census 1990
BREANNA,female,0.006,83.375,1217,US Census 1990
JAYME,female,0.006,83.381,1218,US Census 1990
CARMEL,female,0.006,83.387,1219,US Census 1990
VERNELL,female,0.006,83.393,1220,US Census 1990
TOMASA,female,0.006,83.399,1221,US Census 1990
MANDI,female,0.006,83.405,1222,US Census 1990
DOMINGA,female,0.006,83.411,1223,US Census 1990
SANTA,female,0.006,83.417,1224,US Census 1990
MELODIE,female,0.006,83.423,1225,US Census 1990
LURA,female,0.006,83.429,1226,US Census 1990
ALEXA,female,0.006,83.435,1227,US Census 1990
TAMELA,female,0.006,83.441,1228,US Census 1990
RYAN,female,0.006,83.447,1229,US Census 1990
MIRNA,female,0.006,83.453,1230,US Census 1990
KERRIE,female,0.006,83.458,1231,US Census 1990
VENUS,female,0.006,83.464,1232,US Census 1990
NOEL,female,0.006,83.47,1233,US Census 1990
FELICITA,female,0.006,83.476,1234,US Census 1990
CRISTY,female,0.006,83.482,1235,US Census 1990
CARMELITA,female,0.006,83.488,1236,US Census 1990
BERNIECE,female,0.006,83.494,1237,US Census 1990
ANNEMARIE,female,0.006,83.5,1238,US Census 1990
TIARA,female,0.006,83.505,1239,US Census 1990
ROSEANNE,female,0.006,83.511,1240,US Census 1990
MISSY,female,0.006,83.517,1241,US Census 1990
CORI,female,0.006,83.523,1242,US Census 1990
ROXANA,female,0.006,83.529,1243,US Census 1990
PRICILLA,female,0.006,83.535,1244,US Census 1990
KRISTAL,female,0.006,83.54,1245,US Census 1990
JUNG,female,0.006,83.546,1246,US Census 1990
ELYSE,female,0.006,83.552,1247,US Census 1990
HAYDEE,female,0.006,83.558,1248,US Census 1990
ALETHA,female,0.006,83.564,1249,US Census 1990
BETTINA,female,0.006,83.569,1250,US Census 1990
MARGE,female,0.006,83.575,1251,US Census 1990
GILLIAN,female,0.006,83.581,1252,US Census 1990
FILOMENA,female,0.006,83.586,1253,US Census 1990
CHARLES,female,0.006,83.592,1254,US Census 1990
ZENAIDA,female,0.006,83.598,1255,US Census 1990
HARRIETTE,female,0.006,83.603,1256,US Census 1990
CARIDAD,female,0.006,83.609,1257,US Census 1990
VADA,female,0.006,83.615,1258,US Census 1990
UNA,female,0.006,83.62,1259,US Census 1990
ARETHA,female,0.006,83.626,1260,US Census 1990
PEARLINE,female,0.006,83.632,1261,US Census 1990
MARJORY,female,0.006,83.637,1262,US Census 1990
MARCELA,female,0.006,83.643,1263,US Census 1990
FLOR,female,0.006,83.648,1264,US Census 1990
EVETTE,female,0.006,83.654,1265,US Census 1990
ELOUISE,female,0.006,83.659,1266,US Census 1990
ALINA,female,0.006,83.665,1267,US Census 1990
TRINIDAD,female,0.006,83.671,1268,US Census 1990
DAVID,female,0.006,83.676,1269,US Census 1990
DAMARIS,female,0.006,83.682,1270,US Census 1990
CATHARINE,female,0.006,83.687,1271,US Census 1990
CARROLL,female,0.006,83.693,1272,US Census 1990
BELVA,female,0.006,83.698,1273,US Census 1990
NAKIA,female,0.005,83.704,1274,US Census 1990
MARLENA,female,0.005,83.709,1275,US Census 1990
LUANNE,female,0.005,83.715,1276,US Census 1990
LORINE,female,0.005,83.72,1277,US Census 1990
KARON,female,0.005,83.726,1278,US Census 1990
DORENE,female,0.005,83.731,1279,US Census 1990
DANITA,female,0.005,83.737,1280,US Census 1990
BRENNA,female,0.005,83.742,1281,US Census 1990
TATIANA,female,0.005,83.748,1282,US Census 1990
SAMMIE,female,0.005,83.753,1283,US Census 1990
LOUANN,female,0.005,83.759,1284,US Census 1990
LOREN,female,0.005,83.764,1285,US Census 1990
JULIANNA,female,0.005,83.77,1286,US Census 1990
ANDRIA,female,0.005,83.775,1287,US Census 1990
PHILOMENA,female,0.005,83.78,1288,US Census 1990
LUCILA,female,0.005,83.786,1289,US Census 1990
LEONORA,female,0.005,83.791,1290,US Census 1990
DOVIE,female,0.005,83.797,1291,US Census 1990
ROMONA,female,0.005,83.802,1292,US Census 1990
MIMI,female,0.005,83.808,1293,US Census 1990
JACQUELIN,female,0.005,83.813,1294,US Census 1990
GAYE,female,0.005,83.818,1295,US Census 1990
TONJA,female,0.005,83.824,1296,US Census 1990
MISTI,female,0.005,83.829,1297,US Census 1990
JOE,female,0.005,83.835,1298,US Census 1990
GENE,female,0.005,83.84,1299,US Census 1990
CHASTITY,female,0.005,83.845,1300,US Census 1990
STACIA,female,0.005,83.851,1301,US Census 1990
ROXANN,female,0.005,83.856,1302,US Census 1990
MICAELA,female,0.005,83.861,1303,US Census 1990
NIKITA,female,0.005,83.867,1304,US Census 1990
MEI,female,0.005,83.872,1305,US Census 1990
VELDA,female,0.005,83.877,1306,US Census 1990
MARLYS,female,0.005,83.882,1307,US Census 1990
JOHNNA,female,0.005,83.888,1308,US Census 1990
AURA,female,0.005,83.893,1309,US Census 1990
LAVERN,female,0.005,83.898,1310,US Census 1990
