birth_date,birth_first_name,birth_last_name,birth_middle_name,birth_name,birth_year,death_date,debut_year,final_year,first_name,full_name,last_name,nickname,nicknames,player_url,source
12-10-1898,,,,,1898,06-02-1975,1924,1924,Spoke,Spoke Emery,Emery,,,https://www.baseball-almanac.com/players/player.php?p=emerysp01,Baseball Almanac
08-27-1898,,,,,1898,11-02-1965,1919,1920,Clarence,Clarence Fisher,Fisher,,,https://www.baseball-almanac.com/players/player.php?p=fishecl01,Baseball Almanac
10-30-1898,,,,,1898,09-23-1973,1924,1924,Jesse,Jesse Fowler,Fowler,Pete,,https://www.baseball-almanac.com/players/player.php?p=fowleje01,Baseball Almanac
09-13-1898,,,,,1898,01-09-1975,1921,1933,Curt,Curt Fullerton,Fullerton,Curt,,https://www.baseball-almanac.com/players/player.php?p=fullecu01,Baseball Almanac
10-07-1898,,,,,1898,07-10-1956,1925,1927,Joe,Joe Giard,Giard,Peco,,https://www.baseball-almanac.com/players/player.php?p=giardjo01,Baseball Almanac
04-29-1898,,,,,1898,12-15-1981,1925,1925,Tom,Tom Glass,Glass,Tom,,https://www.baseball-almanac.com/players/player.php?p=glassto01,Baseball Almanac
09-01-1898,,,,,1898,08-12-1959,1922,1922,Ed,Ed Goebel,Goebel,Ed,,https://www.baseball-almanac.com/players/player.php?p=goebeed01,Baseball Almanac
08-18-1898,,,,,1898,10-20-1985,1926,1929,Hal,Hal Goldsmith,Goldsmith,Hal,,https://www.baseball-almanac.com/players/player.php?p=goldsha01,Baseball Almanac
03-05-1898,,,,,1898,06-21-1923,1919,1919,Bill,Bill Grevell,Grevell,Bill,,https://www.baseball-almanac.com/players/player.php?p=grevebi01,Baseball Almanac
08-28-1898,,,,,1898,11-15-1983,1916,1936,Charlie,Charlie Grimm,Grimm,Jolly Cholly or Dutchman,,https://www.baseball-almanac.com/players/player.php?p=grimmch01,Baseball Almanac
12-23-1898,,,,,1898,01-09-1979,1923,1923,Hinkey,Hinkey Haines,Haines,Hinkey,,https://www.baseball-almanac.com/players/player.php?p=hainehi01,Baseball Almanac
03-06-1898,,,,,1898,02-09-1977,1918,1918,Roy,Roy Hansen,Hansen,Ing,,https://www.baseball-almanac.com/players/player.php?p=hansero01,Baseball Almanac
01-24-1898,,,,,1898,01-18-1939,1918,1932,Cliff,Cliff Heathcote,Heathcote,"Cliff, Rubberhead",,https://www.baseball-almanac.com/players/player.php?p=heathcl01,Baseball Almanac
12-01-1898,,,,,1898,09-11-1960,1919,1920,Charlie,Charlie High,High,Charlie,,https://www.baseball-almanac.com/players/player.php?p=highch01,Baseball Almanac
04-10-1898,,,,,1898,05-03-1979,1925,1932,Tom,Tom Jenkins,Jenkins,Sut or Tom,,https://www.baseball-almanac.com/players/player.php?p=jenkito01,Baseball Almanac
11-15-1898,,,,,1898,09-07-1977,1923,1923,Broadway,Broadway Jones,Jones,,,https://www.baseball-almanac.com/players/player.php?p=jonesbr01,Baseball Almanac
05-25-1898,,,,,1898,06-05-1980,1920,1921,Jimmie,Jimmie Keenan,Keenan,Sparkplug,,https://www.baseball-almanac.com/players/player.php?p=keenaji02,Baseball Almanac
12-28-1898,,,,,1898,04-08-1990,1920,1928,Bill,Bill Kelly,Kelly,Big Bill,,https://www.baseball-almanac.com/players/player.php?p=kellybi03,Baseball Almanac
11-26-1898,,,,,1898,10-19-1993,1923,1934,John,John Kerr,Kerr,Johnny,,https://www.baseball-almanac.com/players/player.php?p=kerrjo01,Baseball Almanac
03-15-1898,,,,,1898,05-16-1939,1920,1920,Hal,Hal Kime,Kime,Hal or Lefty,,https://www.baseball-almanac.com/players/player.php?p=kimeha01,Baseball Almanac
01-12-1898,,,,,1898,07-03-1981,1932,1932,George,George Knothe,Knothe,,,https://www.baseball-almanac.com/players/player.php?p=knothge01,Baseball Almanac
08-18-1898,,,,,1898,02-25-1944,1920,1920,Bill,Bill Knowlton,Knowlton,Bill,,https://www.baseball-almanac.com/players/player.php?p=knowlbi01,Baseball Almanac
12-19-1898,,,,,1898,12-08-1961,1925,1937,Lou,Lou Koupal,Koupal,Lou,,https://www.baseball-almanac.com/players/player.php?p=koupalo01,Baseball Almanac
12-25-1898,,,,,1898,04-14-1963,1923,1923,Earl,Earl Kunz,Kunz,Pinches,,https://www.baseball-almanac.com/players/player.php?p=kunzea01,Baseball Almanac
02-15-1898,,,,,1898,11-02-1970,1920,1926,Bobby,Bobby LaMotte,LaMotte,Bobby,,https://www.baseball-almanac.com/players/player.php?p=lamotbo01,Baseball Almanac
01-11-1898,,,,,1898,01-18-1945,1922,1922,Gene,Gene Lansing,Lansing,Jigger,,https://www.baseball-almanac.com/players/player.php?p=lansige01,Baseball Almanac
12-02-1898,,,,,1898,04-12-1977,1920,1920,Hal,Hal Leathers,Leathers,Chuck or Hal,,https://www.baseball-almanac.com/players/player.php?p=leathha01,Baseball Almanac
09-16-1898,,,,,1898,01-21-1982,1920,1920,Al,Al Lefevre,Lefevre,Al,,https://www.baseball-almanac.com/players/player.php?p=lefeval01,Baseball Almanac
04-29-1898,,,,,1898,03-12-1972,1923,1928,Dutch,Dutch Levsen,Levsen,Dutch,,https://www.baseball-almanac.com/players/player.php?p=levsedu01,Baseball Almanac
09-23-1898,,,,,1898,11-14-1987,1927,1945,Horace,Horace Lisenbee,Lisenbee,Hod,,https://www.baseball-almanac.com/players/player.php?p=lisenho01,Baseball Almanac
03-10-1898,,,,,1898,10-27-1980,1926,1926,Frank,Frank Loftus,Loftus,Frank,,https://www.baseball-almanac.com/players/player.php?p=loftufr01,Baseball Almanac
06-29-1898,,,,,1898,09-14-1970,1922,1922,Jimmie,Jimmie Long,Long,,,https://www.baseball-almanac.com/players/player.php?p=longji02,Baseball Almanac
04-22-1898,,,,,1898,09-16-1973,1924,1924,Tom,Tom Long,Long,Little Hawk,,https://www.baseball-almanac.com/players/player.php?p=longto02,Baseball Almanac
12-17-1898,,,,,1898,02-22-1984,1922,1922,Red,Red Lutz,Lutz,Red,,https://www.baseball-almanac.com/players/player.php?p=lutzre01,Baseball Almanac
05-18-1898,,,,,1898,10-04-1965,1928,1928,Harvey,Harvey MacDonald,MacDonald,,,https://www.baseball-almanac.com/players/player.php?p=macdoha01,Baseball Almanac
02-04-1898,,,,,1898,03-31-1977,1928,1928,Johnny,Johnny Mann,Mann,Johnny,,https://www.baseball-almanac.com/players/player.php?p=mannjo01,Baseball Almanac
11-30-1898,,,,,1898,06-30-1976,1923,1936,Firpo,Firpo Marberry,Marberry,Firpo,,https://www.baseball-almanac.com/players/player.php?p=marbefi01,Baseball Almanac
09-29-1898,,,,,1898,02-08-1968,1922,1922,Joe,Joe Matthews,Matthews,Lefty,,https://www.baseball-almanac.com/players/player.php?p=matthjo01,Baseball Almanac
10-04-1898,,,,,1898,07-05-1953,1922,1922,Frank,Frank McCue,McCue,,,https://www.baseball-almanac.com/players/player.php?p=mccuefr01,Baseball Almanac
07-28-1898,,,,,1898,11-07-1970,1929,1929,Paul,Paul McCullough,McCullough,,,https://www.baseball-almanac.com/players/player.php?p=mcculpa01,Baseball Almanac
11-20-1898,,,,,1898,11-05-1994,1922,1926,Tim,Tim McNamara,McNamara,Tim,,https://www.baseball-almanac.com/players/player.php?p=mcnamti01,Baseball Almanac
05-12-1898,,,,,1898,07-16-1971,1924,1931,Earl,Earl McNeely,McNeely,,,https://www.baseball-almanac.com/players/player.php?p=mcneeea01,Baseball Almanac
02-01-1898,,,,,1898,11-04-1971,1924,1924,Bud,Bud Messenger,Messenger,Bud,,https://www.baseball-almanac.com/players/player.php?p=messebu01,Baseball Almanac
05-06-1898,,,,,1898,03-02-1947,1922,1924,Dewey,Dewey Metivier,Metivier,,,https://www.baseball-almanac.com/players/player.php?p=metivde01,Baseball Almanac
02-28-1898,,,,,1898,08-20-1975,1924,1933,Jake,Jake Miller,Miller,Jake,,https://www.baseball-almanac.com/players/player.php?p=milleja02,Baseball Almanac
01-21-1898,,,,,1898,11-24-1961,1922,1922,John,John Mohardt,Mohardt,,,https://www.baseball-almanac.com/players/player.php?p=moharjo01,Baseball Almanac
08-24-1898,,,,,1898,06-19-1956,1921,1921,John,John Monroe,Monroe,,,https://www.baseball-almanac.com/players/player.php?p=monrojo01,Baseball Almanac
10-26-1898,,,,,1898,04-05-1951,1920,1923,Roy,Roy Moore,Moore,,,https://www.baseball-almanac.com/players/player.php?p=moorero01,Baseball Almanac
09-23-1898,,,,,1898,10-18-1955,1922,1933,George,George Murray,Murray,Smiler,,https://www.baseball-almanac.com/players/player.php?p=murrage01,Baseball Almanac
04-12-1898,,,,,1898,04-08-1964,1919,1927,Mickey,Mickey O'Neil,O'Neil,Mickey,,https://www.baseball-almanac.com/players/player.php?p=oneimi02,Baseball Almanac
11-07-1898,,,,,1898,04-05-1965,1919,1919,Mike,Mike Pasquella,Pasquella,Toney,,https://www.baseball-almanac.com/players/player.php?p=pasqumi01,Baseball Almanac
02-04-1898,,,,,1898,06-24-1969,1921,1921,John,John Perrin,Perrin,,,https://www.baseball-almanac.com/players/player.php?p=perrijo01,Baseball Almanac
08-17-1898,,,,,1898,12-28-1967,1918,1923,Bill,Bill Pertica,Pertica,Bill,,https://www.baseball-almanac.com/players/player.php?p=pertibi01,Baseball Almanac
03-15-1898,,,,,1898,12-10-1980,1919,1933,Rosy,Rosy Ryan,Ryan,Rosy,,https://www.baseball-almanac.com/players/player.php?p=ryanro01,Baseball Almanac
01-31-1898,,,,,1898,07-26-1986,1924,1924,Webb,Webb Schultz,Schultz,Webb,,https://www.baseball-almanac.com/players/player.php?p=schulwe01,Baseball Almanac
06-01-1898,,,,,1898,12-04-1982,1921,1923,Duke,Duke Sedgwick,Sedgwick,Duke or Harry,,https://www.baseball-almanac.com/players/player.php?p=sedgwdu01,Baseball Almanac
10-09-1898,,,,,1898,03-06-1990,1920,1933,Joe,Joe Sewell,Sewell,Joe,,https://www.baseball-almanac.com/players/player.php?p=seweljo01,Baseball Almanac
11-29-1898,,,,,1898,11-17-1981,1918,1922,Red,Red Shea,Shea,Red,,https://www.baseball-almanac.com/players/player.php?p=sheare01,Baseball Almanac
12-16-1898,,,,,1898,08-17-1969,1918,1919,Frank,Frank Shellenback,Shellenback,,,https://www.baseball-almanac.com/players/player.php?p=shellfr01,Baseball Almanac
06-20-1898,,,,,1898,09-01-1962,1920,1920,Duke,Duke Shirey,Shirey,Duke,,https://www.baseball-almanac.com/players/player.php?p=shiredu01,Baseball Almanac
08-08-1898,,,,,1898,06-10-1957,1920,1920,John,John Slappey,Slappey,,,https://www.baseball-almanac.com/players/player.php?p=slappjo01,Baseball Almanac
01-28-1898,,,,,1898,10-08-1934,1919,1920,Bill,Bill Snyder,Snyder,Bill,,https://www.baseball-almanac.com/players/player.php?p=snydebi01,Baseball Almanac
01-10-1898,,,,,1898,07-02-1979,1923,1925,Ed,Ed Stauffer,Stauffer,Ed,,https://www.baseball-almanac.com/players/player.php?p=staufed01,Baseball Almanac
05-26-1898,,,,,1898,06-02-1977,1924,1926,Milt,Milt Steengrafe,Steengrafe,Milt,,https://www.baseball-almanac.com/players/player.php?p=steenmi01,Baseball Almanac
01-05-1898,,,,,1898,11-15-1985,1921,1934,Riggs,Riggs Stephenson,Stephenson,Old Hoss,,https://www.baseball-almanac.com/players/player.php?p=stephri01,Baseball Almanac
11-03-1898,,,,,1898,01-29-1966,1920,1930,Homer,Homer Summa,Summa,,,https://www.baseball-almanac.com/players/player.php?p=summaho01,Baseball Almanac
02-09-1898,,,,,1898,07-07-1980,1925,1925,Chink,Chink Taylor,Taylor,,,https://www.baseball-almanac.com/players/player.php?p=tayloch01,Baseball Almanac
07-27-1898,,,,,1898,09-19-1974,1920,1935,Zack,Zack Taylor,Taylor,Zack,,https://www.baseball-almanac.com/players/player.php?p=tayloza02,Baseball Almanac
10-30-1898,,,,,1898,01-09-1989,1923,1936,Bill,Bill Terry,Terry,Bill or Memphis Bill,,https://www.baseball-almanac.com/players/player.php?p=terrybi01,Baseball Almanac
04-25-1898,,,,,1898,03-22-1962,1921,1921,Red,Red Thomas,Thomas,Red,,https://www.baseball-almanac.com/players/player.php?p=thomare01,Baseball Almanac
02-26-1898,,,,,1898,02-17-1963,1921,1921,Lee,Lee Thompson,Thompson,Lefty,,https://www.baseball-almanac.com/players/player.php?p=thomple01,Baseball Almanac
11-06-1898,,,,,1898,04-16-1965,1925,1930,Chick,Chick Tolson,Tolson,Chick or Slug,,https://www.baseball-almanac.com/players/player.php?p=tolsoch01,Baseball Almanac
11-11-1898,,,,,1898,03-16-1972,1920,1937,Pie,Pie Traynor,Traynor,Pie,,https://www.baseball-almanac.com/players/player.php?p=traynpi01,Baseball Almanac
12-17-1898,,,,,1898,10-21-1960,1918,1920,Oscar,Oscar Tuero,Tuero,,,https://www.baseball-almanac.com/players/player.php?p=tueroos01,Baseball Almanac
05-02-1898,,,,,1898,01-11-1994,1922,1922,Lucas,Lucas Turk,Turk,Harlem,,https://www.baseball-almanac.com/players/player.php?p=turklu01,Baseball Almanac
09-18-1898,,,,,1898,02-26-1985,1919,1936,George,George Uhle,Uhle,The Bull,,https://www.baseball-almanac.com/players/player.php?p=uhlege01,Baseball Almanac
03-22-1898,,,,,1898,12-07-1980,1927,1928,Luke,Luke Urban,Urban,,,https://www.baseball-almanac.com/players/player.php?p=urbanlu01,Baseball Almanac
01-12-1898,,,,,1898,07-15-1957,1923,1923,Rip,Rip Wade,Wade,Rip,,https://www.baseball-almanac.com/players/player.php?p=waderi01,Baseball Almanac
01-23-1898,,,,,1898,06-20-1959,1923,1923,Speed,Speed Walker,Walker,Speed,,https://www.baseball-almanac.com/players/player.php?p=walkesp01,Baseball Almanac
08-27-1898,,,,,1898,04-16-1975,1924,1924,Frank,Frank Wayenberg,Wayenberg,,,https://www.baseball-almanac.com/players/player.php?p=wayenfr01,Baseball Almanac
04-20-1898,,,,,1898,09-24-1990,1926,1929,Johnny,Johnny Werts,Werts,Johnny,,https://www.baseball-almanac.com/players/player.php?p=wertsjo01,Baseball Almanac
01-14-1898,,,,,1898,02-12-1962,1918,1918,Dick,Dick Wheeler,Wheeler,Dick,,https://www.baseball-almanac.com/players/player.php?p=wheeldi01,Baseball Almanac
03-02-1898,,,,,1898,09-18-1968,1921,1924,Rip,Rip Wheeler,Wheeler,Rip,,https://www.baseball-almanac.com/players/player.php?p=wheelri01,Baseball Almanac
11-14-1898,,,,,1898,08-14-1973,1925,1931,Claude,Claude Willoughby,Willoughby,Weeping Willie,,https://www.baseball-almanac.com/players/player.php?p=willocl01,Baseball Almanac
05-06-1898,,,,,1898,10-09-1964,1919,1928,Al,Al Wingo,Wingo,Al or Red,,https://www.baseball-almanac.com/players/player.php?p=wingoal01,Baseball Almanac
01-18-1898,,,,,1898,10-04-1946,1924,1924,John,John Woods,Woods,Abe,,https://www.baseball-almanac.com/players/player.php?p=woodsjo01,Baseball Almanac
03-28-1898,,,,,1898,04-10-1964,1921,1922,Chief,Chief Yellow Horse,Horse,Chief,,https://www.baseball-almanac.com/players/player.php?p=yelloch01,Baseball Almanac
11-21-1898,,,,,1898,06-12-1964,1921,1921,Walter,Walter Zink,Zink,,,https://www.baseball-almanac.com/players/player.php?p=zinkwa01,Baseball Almanac
,,,,,1899,,,,Luis,Luis García,García,,,https://www.baseball-almanac.com/players/player.php?p=garcilu04,Baseball Almanac
,,,,,1899,,,,Juan,Juan Soto,Soto,Soto Pacheco,,https://www.baseball-almanac.com/players/player.php?p=sotoju01,Baseball Almanac
11-09-1899,,,,,1899,12-05-1986,1923,1923,George,George Abrams,Abrams,,,https://www.baseball-almanac.com/players/player.php?p=abramge01,Baseball Almanac
06-11-1899,,,,,1899,07-05-1981,1919,1919,Horace,Horace Allen,Allen,Pug,,https://www.baseball-almanac.com/players/player.php?p=allenho01,Baseball Almanac
01-03-1899,,,,,1899,05-16-1964,1931,1931,Buzz,Buzz Arlett,Arlett,Buzz or The Babe Ruth of the Minor Leagues,,https://www.baseball-almanac.com/players/player.php?p=arletbu01,Baseball Almanac
12-18-1899,,,,,1899,02-19-1981,1921,1921,Sam,Sam Barnes,Barnes,Sam,,https://www.baseball-almanac.com/players/player.php?p=barnesa01,Baseball Almanac
01-27-1899,,,,,1899,01-18-1982,1923,1929,Bob,Bob Barrett,Barrett,Bob or Jumbo,,https://www.baseball-almanac.com/players/player.php?p=barrebo01,Baseball Almanac
04-18-1899,,,,,1899,05-22-1981,1919,1930,Bill,Bill Bayne,Bayne,Beverly,,https://www.baseball-almanac.com/players/player.php?p=baynebi01,Baseball Almanac
07-29-1899,,,,,1899,01-28-1959,1924,1929,Walter,Walter Beall,Beall,,,https://www.baseball-almanac.com/players/player.php?p=beallwa01,Baseball Almanac
01-24-1899,,,,,1899,08-02-1988,1918,1918,Bob,Bob Berman,Berman,Bob,,https://www.baseball-almanac.com/players/player.php?p=bermabo01,Baseball Almanac
09-05-1899,,,,,1899,02-24-1962,1924,1935,Max,Max Bishop,Bishop,Camera Eye,,https://www.baseball-almanac.com/players/player.php?p=bishoma01,Baseball Almanac
09-06-1899,,,,,1899,06-09-1972,1928,1933,Del,Del Bissonette,Bissonette,Del,,https://www.baseball-almanac.com/players/player.php?p=bissode01,Baseball Almanac
08-12-1899,,,,,1899,01-14-1968,1924,1924,Bill,Bill Black,Black,Jigger,,https://www.baseball-almanac.com/players/player.php?p=blackbi01,Baseball Almanac
09-17-1899,,,,,1899,10-31-1982,1920,1937,Sheriff,Sheriff Blake,Blake,Sheriff,,https://www.baseball-almanac.com/players/player.php?p=blakesh01,Baseball Almanac
03-13-1899,,,,,1899,06-06-1967,1928,1929,Otis,Otis Brannan,Brannan,,,https://www.baseball-almanac.com/players/player.php?p=brannot01,Baseball Almanac
08-11-1899,,,,,1899,11-03-1976,1921,1922,Frank,Frank Brazill,Brazill,,,https://www.baseball-almanac.com/players/player.php?p=brazifr01,Baseball Almanac
10-15-1899,,,,,1899,11-03-1953,1924,1924,John,John Chapman,Chapman,,,https://www.baseball-almanac.com/players/player.php?p=chapmjo01,Baseball Almanac
10-24-1899,,,,,1899,12-20-1984,1926,1927,Cuckoo,Cuckoo Christensen,Christensen,Cuckoo or Seacap,,https://www.baseball-almanac.com/players/player.php?p=chriscu01,Baseball Almanac
05-14-1899,,,,,1899,07-21-1976,1924,1935,Earle,Earle Combs,Combs,The Kentucky Colonel,,https://www.baseball-almanac.com/players/player.php?p=combsea01,Baseball Almanac
12-06-1899,,,,,1899,04-16-1989,1934,1935,Jocko,Jocko Conlan,Conlan,Jocko,,https://www.baseball-almanac.com/players/player.php?p=conlajo01,Baseball Almanac
01-09-1899,,,,,1899,01-23-1970,1923,1923,Bill,Bill Conroy,Conroy,Pep,,https://www.baseball-almanac.com/players/player.php?p=conrobi01,Baseball Almanac
01-11-1899,,,,,1899,04-03-1972,1926,1936,Alvin,Alvin Crowder,Crowder,General,,https://www.baseball-almanac.com/players/player.php?p=crowdal01,Baseball Almanac
08-25-1899,,,,,1899,03-21-1934,1924,1931,Pea,Pea Ridge Day,Day,Pea Ridge,,https://www.baseball-almanac.com/players/player.php?p=daype01,Baseball Almanac
05-12-1899,,,,,1899,08-08-1977,1923,1923,Tod,Tod Dennehey,Dennehey,Tod,,https://www.baseball-almanac.com/players/player.php?p=denneto01,Baseball Almanac
12-19-1899,,,,,1899,04-05-1966,1921,1922,Sam,Sam Dodge,Dodge,Sam,,https://www.baseball-almanac.com/players/player.php?p=dodgesa01,Baseball Almanac
12-26-1899,,,,,1899,06-01-1940,1922,1924,Logan,Logan Drake,Drake,L.G.,,https://www.baseball-almanac.com/players/player.php?p=drakelo01,Baseball Almanac
10-11-1899,,,,,1899,04-20-1964,1922,1927,Eddie,Eddie Dyer,Dyer,Eddie,,https://www.baseball-almanac.com/players/player.php?p=dyered01,Baseball Almanac
05-29-1899,,,,,1899,04-25-1963,1929,1932,Hal,Hal Elliott,Elliott,Hal,,https://www.baseball-almanac.com/players/player.php?p=ellioha01,Baseball Almanac
12-10-1899,,,,,1899,08-05-1969,1924,1924,Verdo,Verdo Elmore,Elmore,Ellie,,https://www.baseball-almanac.com/players/player.php?p=elmorve01,Baseball Almanac
11-30-1899,,,,,1899,10-05-1970,1921,1921,Reuben,Reuben Ewing,Ewing,,,https://www.baseball-almanac.com/players/player.php?p=ewingre01,Baseball Almanac
01-27-1899,,,,,1899,06-08-1989,1920,1931,Bibb,Bibb Falk,Falk,Jockey,,https://www.baseball-almanac.com/players/player.php?p=falkbi01,Baseball Almanac
07-27-1899,,,,,1899,06-01-1962,1927,1930,Jim,Jim Faulkner,Faulkner,Lefty,,https://www.baseball-almanac.com/players/player.php?p=faulkji01,Baseball Almanac
01-16-1899,,,,,1899,05-15-1994,1923,1932,Showboat,Showboat Fisher,Fisher,,,https://www.baseball-almanac.com/players/player.php?p=fishesh01,Baseball Almanac
01-21-1899,,,,,1899,11-26-1989,1921,1933,Lew,Lew Fonseca,Fonseca,Lew,,https://www.baseball-almanac.com/players/player.php?p=fonsele01,Baseball Almanac
07-20-1899,,,,,1899,02-13-1953,1924,1926,Happy,Happy Foreman,Foreman,Happy,,https://www.baseball-almanac.com/players/player.php?p=foremha01,Baseball Almanac
07-12-1899,,,,,1899,05-13-1984,1923,1929,Walt,Walt French,French,Fitz or The Deer or Walt,,https://www.baseball-almanac.com/players/player.php?p=frencwa01,Baseball Almanac
08-18-1899,,,,,1899,12-08-1958,1919,1933,Bernie,Bernie Friberg,Friberg,Bernie,,https://www.baseball-almanac.com/players/player.php?p=fribebe01,Baseball Almanac
12-26-1899,,,,,1899,10-21-1954,1923,1923,Art,Art Gardiner,Gardiner,Art,,https://www.baseball-almanac.com/players/player.php?p=gardiar01,Baseball Almanac
11-21-1899,,,,,1899,12-18-1990,1924,1924,Charlie,Charlie Gibson,Gibson,Charlie,,https://www.baseball-almanac.com/players/player.php?p=gibsoch02,Baseball Almanac
08-05-1899,,,,,1899,01-31-1983,1926,1932,Sam,Sam Gibson,Gibson,Sam,,https://www.baseball-almanac.com/players/player.php?p=gibsosa01,Baseball Almanac
09-17-1899,,,,,1899,04-25-1937,1920,1921,George,George Gilham,Gilham,,,https://www.baseball-almanac.com/players/player.php?p=gilhage01,Baseball Almanac
01-23-1899,,,,,1899,08-01-1932,1923,1923,Haddie,Haddie Gill,Gill,,,https://www.baseball-almanac.com/players/player.php?p=gillha01,Baseball Almanac
